date_key,order_date,month,month_name,year,quarter,day_of_week,season
20250326,2025-03-26,3,March,2025,Q1,Wednesday,Spring/Ramazan
20250405,2025-04-05,4,April,2025,Q2,Saturday,Spring/Ramazan
20250711,2025-07-11,7,July,2025,Q3,Friday,Summer
20260108,2026-01-08,1,January,2026,Q1,Thursday,Winter
20250426,2025-04-26,4,April,2025,Q2,Saturday,Spring/Ramazan
20250829,2025-08-29,8,August,2025,Q3,Friday,Summer
20251128,2025-11-28,11,November,2025,Q4,Friday,Autumn
20260202,2026-02-02,2,February,2026,Q1,Monday,Winter
20251024,2025-10-24,10,October,2025,Q4,Friday,Autumn
20250530,2025-05-30,5,May,2025,Q2,Friday,Spring/Ramazan
20251217,2025-12-17,12,December,2025,Q4,Wednesday,Winter
20250212,2025-02-12,2,February,2025,Q1,Wednesday,Winter
20251127,2025-11-27,11,November,2025,Q4,Thursday,Autumn
20260320,2026-03-20,3,March,2026,Q1,Friday,Spring/Ramazan
20250513,2025-05-13,5,May,2025,Q2,Tuesday,Spring/Ramazan
20250311,2025-03-11,3,March,2025,Q1,Tuesday,Spring/Ramazan
20250427,2025-04-27,4,April,2025,Q2,Sunday,Spring/Ramazan
20250509,2025-05-09,5,May,2025,Q2,Friday,Spring/Ramazan
20250524,2025-05-24,5,May,2025,Q2,Saturday,Spring/Ramazan
20250508,2025-05-08,5,May,2025,Q2,Thursday,Spring/Ramazan
20250515,2025-05-15,5,May,2025,Q2,Thursday,Spring/Ramazan
20250122,2025-01-22,1,January,2025,Q1,Wednesday,Winter
20250301,2025-03-01,3,March,2025,Q1,Saturday,Spring/Ramazan
20250606,2025-06-06,6,June,2025,Q2,Friday,Summer
20260115,2026-01-15,1,January,2026,Q1,Thursday,Winter
20251110,2025-11-10,11,November,2025,Q4,Monday,Autumn
20250615,2025-06-15,6,June,2025,Q2,Sunday,Summer
20251215,2025-12-15,12,December,2025,Q4,Monday,Winter
20251019,2025-10-19,10,October,2025,Q4,Sunday,Autumn
20250312,2025-03-12,3,March,2025,Q1,Wednesday,Spring/Ramazan
20250629,2025-06-29,6,June,2025,Q2,Sunday,Summer
20250822,2025-08-22,8,August,2025,Q3,Friday,Summer
20250327,2025-03-27,3,March,2025,Q1,Thursday,Spring/Ramazan
20251210,2025-12-10,12,December,2025,Q4,Wednesday,Winter
20250428,2025-04-28,4,April,2025,Q2,Monday,Spring/Ramazan
20250211,2025-02-11,2,February,2025,Q1,Tuesday,Winter
20251027,2025-10-27,10,October,2025,Q4,Monday,Autumn
20251012,2025-10-12,10,October,2025,Q4,Sunday,Autumn
20250413,2025-04-13,4,April,2025,Q2,Sunday,Spring/Ramazan
20251021,2025-10-21,10,October,2025,Q4,Tuesday,Autumn
20251125,2025-11-25,11,November,2025,Q4,Tuesday,Autumn
20260301,2026-03-01,3,March,2026,Q1,Sunday,Spring/Ramazan
20250827,2025-08-27,8,August,2025,Q3,Wednesday,Summer
20250516,2025-05-16,5,May,2025,Q2,Friday,Spring/Ramazan
20250203,2025-02-03,2,February,2025,Q1,Monday,Winter
20260217,2026-02-17,2,February,2026,Q1,Tuesday,Winter
20250709,2025-07-09,7,July,2025,Q3,Wednesday,Summer
